['Arm_Selected'],['Joint_Angle'],['Instant_Velocity'],['Moving_Median_Flt_Inst_Velocity'],['Task_ID'],['Timestamp']
left,41.597547544005394,60.1646789254801,0,Medium_01,2021-07-28 16:40:29.029828
left,50.99114073903865,313.91590719704215,0,Medium_01,2021-07-28 16:40:29.059784
left,50.12016424924777,29.111702208482427,0,Medium_01,2021-07-28 16:40:29.093658
left,93.78259643588231,1287.5599472002277,0,Medium_01,2021-07-28 16:40:29.125574
left,101.7388728965387,257.33971470682474,0,Medium_01,2021-07-28 16:40:29.157487
left,101.91466434190289,5.3414477350934835,0,Medium_01,2021-07-28 16:40:29.190399
left,58.92487678517108,1306.1655661358122,0,Medium_01,2021-07-28 16:40:29.221350
left,58.92487678517108,0.0,0,Medium_01,2021-07-28 16:40:29.264809
left,85.2138000693913,823.7120025600842,0,Medium_01,2021-07-28 16:40:29.324648
left,70.45733256969973,259.7309687483533,0,Medium_01,2021-07-28 16:40:29.355572
left,60.09764997325931,345.795762695118,286.8234379726977,Medium_01,2021-07-28 16:40:29.385486
left,54.09637329085842,194.3630317830893,258.535341727589,Medium_01,2021-07-28 16:40:29.415409
left,58.42249219724165,144.59019892359575,258.535341727589,Medium_01,2021-07-28 16:40:29.446324
left,62.095750127471256,122.62233317781785,225.85137324495702,Medium_01,2021-07-28 16:40:29.475212
left,62.095750127471256,0.0,169.47661535334254,Medium_01,2021-07-28 16:40:29.504133
left,58.96838172817966,111.99356055652424,169.47661535334254,Medium_01,2021-07-28 16:40:29.560983
left,61.189348821471896,39.06782850028102,133.6062660507068,Medium_01,2021-07-28 16:40:29.590902
left,49.5575217308444,376.2284086641779,169.47661535334254,Medium_01,2021-07-28 16:40:29.620822
left,48.91347577503516,14.242684582390535,133.6062660507068,Medium_01,2021-07-28 16:40:29.666003
left,48.91347577503516,0.0,117.30794686717104,Medium_01,2021-07-28 16:40:29.696920
left,43.411178282678954,172.5984278135651,117.30794686717104,Medium_01,2021-07-28 16:40:29.756760
left,38.993770662404124,77.66188174366313,94.82772115009368,Medium_01,2021-07-28 16:40:29.788710
left,38.25687735480136,23.113111040370764,58.36485512197207,Medium_01,2021-07-28 16:40:29.819592
left,36.45671317007226,58.163046186234226,48.615437343257625,Medium_01,2021-07-28 16:40:29.849512
left,37.44878399783128,33.15707112755845,48.615437343257625,Medium_01,2021-07-28 16:40:29.879002
left,37.317902892971546,4.443613638213291,36.11244981391974,Medium_01,2021-07-28 16:40:29.908922
left,37.317902892971546,0.0,28.13509108396461,Medium_01,2021-07-28 16:40:29.937663
left,35.34280088355662,68.62819675503525,28.13509108396461,Medium_01,2021-07-28 16:40:29.993517
left,35.202609156709066,2.511722178866767,28.13509108396461,Medium_01,2021-07-28 16:40:30.024433
left,35.202609156709066,0.0,28.13509108396461,Medium_01,2021-07-28 16:40:30.064057
left,48.656412083824364,421.8700615461379,28.13509108396461,Medium_01,2021-07-28 16:40:30.125863
