['Arm_Selected'],['Joint_Angle'],['Instant_Velocity'],['Moving_Median_Flt_Inst_Velocity'],['Task_ID'],['Timestamp']
right,161.6754671001017,80.44841619357683,0,Slow_01,2021-08-02 19:00:43.947635
right,169.41894690097823,235.25774729445197,0,Slow_01,2021-08-02 19:00:43.981568
right,170.91576371132172,44.07141116642639,0,Slow_01,2021-08-02 19:00:44.017251
right,172.0359328580512,31.390631127886177,0,Slow_01,2021-08-02 19:00:44.050298
right,172.01631763230012,0.5935689640327609,0,Slow_01,2021-08-02 19:00:44.086443
right,175.6392415644665,100.23115404654925,0,Slow_01,2021-08-02 19:00:44.122475
right,174.2443795442811,38.74897572399528,0,Slow_01,2021-08-02 19:00:44.155360
right,168.3940738688827,177.75592022446702,0,Slow_01,2021-08-02 19:00:44.189297
right,164.62129643394718,111.26077852474127,0,Slow_01,2021-08-02 19:00:44.222398
right,168.41315893791574,117.98385807006932,0,Slow_01,2021-08-02 19:00:44.258417
right,161.55961837111957,185.31710008236004,105.74596628564527,Slow_01,2021-08-02 19:00:44.293359
right,163.18324204154095,46.42107195189556,73.3261129992224,Slow_01,2021-08-02 19:00:44.327341
right,163.31845867818768,3.983170018779728,73.3261129992224,Slow_01,2021-08-02 19:00:44.365243
right,165.59267705602664,60.00694031267716,80.1190471796132,Slow_01,2021-08-02 19:00:44.400112
right,160.90248445835795,134.36671702780086,105.74596628564527,Slow_01,2021-08-02 19:00:44.433078
right,163.59567651764715,69.6127825663705,90.43678054555588,Slow_01,2021-08-02 19:00:44.471749
right,156.57457479928485,213.3263430166531,114.62231829740529,Slow_01,2021-08-02 19:00:44.507366
right,157.5315707485219,26.841322815970752,90.43678054555588,Slow_01,2021-08-02 19:00:44.539499
right,162.43353504764923,152.7229598342582,93.79832031821991,Slow_01,2021-08-02 19:00:44.577403
right,156.41413142728464,158.649779955194,101.98974979708568,Slow_01,2021-08-02 19:00:44.621287
right,161.51446188264757,113.62945879323995,91.62112067980522,Slow_01,2021-08-02 19:00:44.660227
right,159.42097784808752,56.67386409755994,91.62112067980522,Slow_01,2021-08-02 19:00:44.709677
right,160.35943508519625,18.97811511448135,91.62112067980522,Slow_01,2021-08-02 19:00:44.756995
right,165.62185284751308,108.9139771641568,111.27171797869838,Slow_01,2021-08-02 19:00:44.805598
right,162.89401470701722,56.1319846147984,89.26337986526366,Slow_01,2021-08-02 19:00:44.859745
right,139.13033847624828,438.8346810377322,111.27171797869838,Slow_01,2021-08-02 19:00:44.913321
right,135.130265269395,76.0781891434159,92.49608315378634,Slow_01,2021-08-02 19:00:44.968319
right,43.254583072977084,1612.0518282638675,111.27171797869838,Slow_01,2021-08-02 19:00:45.023662
right,75.1565887125174,597.9947616048808,111.27171797869838,Slow_01,2021-08-02 19:00:45.077361
right,113.32652670966038,697.8580958243886,111.27171797869838,Slow_01,2021-08-02 19:00:45.129222
right,136.46487133191573,446.11935866114476,273.8743291009445,Slow_01,2021-08-02 19:00:45.176210
right,135.5581288523269,19.71761660873493,273.8743291009445,Slow_01,2021-08-02 19:00:45.221091
right,145.40479172854955,214.62519741613607,326.7299392269341,Slow_01,2021-08-02 19:00:45.263325
right,149.22661336949236,90.4876195082865,326.7299392269341,Slow_01,2021-08-02 19:00:45.299226
right,151.99845628460452,79.41820646514829,326.7299392269341,Slow_01,2021-08-02 19:00:45.336022
right,142.97415438022594,238.80244775928804,226.71382258771206,Slow_01,2021-08-02 19:00:45.369282
right,147.5425426246444,137.33763205812338,226.71382258771206,Slow_01,2021-08-02 19:00:45.404536
right,145.58809760340594,55.204496951799676,175.98141473712974,Slow_01,2021-08-02 19:00:45.443956
right,139.52195645604198,155.68089528949818,146.50926367381078,Slow_01,2021-08-02 19:00:45.482400
right,143.1457911513962,93.52250377218458,115.43006791515398,Slow_01,2021-08-02 19:00:45.517340
right,137.0654970386916,174.1945309733634,115.43006791515398,Slow_01,2021-08-02 19:00:45.549265
right,137.38235722755536,9.914122561334485,115.43006791515398,Slow_01,2021-08-02 19:00:45.584718
right,131.93356852079913,153.71183930523603,115.43006791515398,Slow_01,2021-08-02 19:00:45.621287
right,154.4078790730211,614.5106530533635,145.52473568167972,Slow_01,2021-08-02 19:00:45.653415
right,155.09793579500425,21.44233387840387,145.52473568167972,Slow_01,2021-08-02 19:00:45.692404
right,147.62275759371735,191.81647332197699,145.52473568167972,Slow_01,2021-08-02 19:00:45.725448
right,143.9211995811713,115.63037788791063,134.67110859657333,Slow_01,2021-08-02 19:00:45.758436
right,17.37628957902472,3723.197192713394,154.6963672973671,Slow_01,2021-08-02 19:00:45.794308
right,11.919040422622599,152.14539606560612,152.92861768542107,Slow_01,2021-08-02 19:00:45.828297
right,5.5395761561386605,193.36603980987195,163.9531851392997,Slow_01,2021-08-02 19:00:45.860021
right,18.54678430831156,397.93277253292445,172.76415631360652,Slow_01,2021-08-02 19:00:45.895563
right,5.090562224590852,389.1358548148631,192.59125656592448,Slow_01,2021-08-02 19:00:45.927523
right,3.128650363812195,59.59699268738993,192.59125656592448,Slow_01,2021-08-02 19:00:45.960342
right,2.9388036707287624,5.772072692776625,171.98093469379154,Slow_01,2021-08-02 19:00:45.996280
right,0.6664502629434325,63.34703160849444,171.98093469379154,Slow_01,2021-08-02 19:00:46.030295
right,0.6730502990443978,0.15705792007366226,133.88788697675838,Slow_01,2021-08-02 19:00:46.071438
right,0.7398547414582736,1.9572649801917366,107.74621383705028,Slow_01,2021-08-02 19:00:46.106250
right,3.075244896745062,68.99970604725206,66.17336882787325,Slow_01,2021-08-02 19:00:46.141335
