['Arm_Selected'],['Joint_Angle'],['Instant_Velocity'],['Moving_Median_Flt_Inst_Velocity'],['Task_ID'],['Timestamp']
right,148.06803664502527,36.820207121245296,0,Medium_03,2021-07-27 17:54:22.068967
right,146.46581613273244,52.503612669181386,0,Medium_03,2021-07-27 17:54:22.103651
right,143.7815509131061,75.23052586107846,0,Medium_03,2021-07-27 17:54:22.134568
right,140.34188995977556,111.25321911517122,0,Medium_03,2021-07-27 17:54:22.165520
right,138.13424293890978,71.3243626337815,0,Medium_03,2021-07-27 17:54:22.196402
right,135.32808281836546,90.8626133341531,0,Medium_03,2021-07-27 17:54:22.227319
right,130.67998582736865,150.34148295142367,0,Medium_03,2021-07-27 17:54:22.258273
right,123.42800140519611,227.2318429829595,0,Medium_03,2021-07-27 17:54:22.289154
right,117.69228169368247,118.63009141775358,0,Medium_03,2021-07-27 17:54:22.337500
right,112.1509058102791,173.63855419533456,0,Medium_03,2021-07-27 17:54:22.369415
right,104.6761489905129,234.2086375282767,114.94165526646239,Medium_03,2021-07-27 17:54:22.402326
right,98.06870151632091,200.990995182894,134.48578718458862,Medium_03,2021-07-27 17:54:22.434241
right,92.22300273067769,189.06885202472614,161.99001857337913,Medium_03,2021-07-27 17:54:22.466121
right,87.3163424917024,153.7486434348737,163.69359881510414,Medium_03,2021-07-27 17:54:22.498071
right,83.01546125819976,134.60283962755034,163.69359881510414,Medium_03,2021-07-27 17:54:22.533980
right,78.30977153555958,138.76299408327446,163.69359881510414,Medium_03,2021-07-27 17:54:22.567104
right,73.82621745438607,135.35678473557115,163.69359881510414,Medium_03,2021-07-27 17:54:22.598022
right,71.22538623881856,84.12126012723569,146.2558187590741,Medium_03,2021-07-27 17:54:22.627944
right,69.14001837394262,67.44235742742819,146.2558187590741,Medium_03,2021-07-27 17:54:22.659116
right,67.7249321315646,45.34537811424097,137.0598894094228,Medium_03,2021-07-27 17:54:22.689228
right,65.72973322070757,41.13928350786692,134.97981218156076,Medium_03,2021-07-27 17:54:22.737569
right,63.36246983937578,74.81236499200172,109.36204987739302,Medium_03,2021-07-27 17:54:22.770209
right,61.51055930869608,58.02686199366481,79.4668125596187,Medium_03,2021-07-27 17:54:22.806148
right,59.163262356859526,67.24548518028979,71.12736120971496,Medium_03,2021-07-27 17:54:22.837066
right,56.8133631300175,76.0074627661707,71.12736120971496,Medium_03,2021-07-27 17:54:22.870940
right,54.33786561197973,72.99575468321996,70.21905605532407,Medium_03,2021-07-27 17:54:22.900896
right,52.73305003278141,53.643542318923195,67.34392130385899,Medium_03,2021-07-27 17:54:22.932811
right,52.18568442181164,17.68366958762777,62.6361735869773,Medium_03,2021-07-27 17:54:22.967683
right,50.16269499898525,56.40069015380276,57.21377607373378,Medium_03,2021-07-27 17:54:23.008573
right,48.6938710296574,35.919483248292735,57.21377607373378,Medium_03,2021-07-27 17:54:23.041486
right,47.52203969888239,35.60161701045201,57.21377607373378,Medium_03,2021-07-27 17:54:23.080415
right,45.63718154527774,48.4632715191022,55.022116236362976,Medium_03,2021-07-27 17:54:23.116318
right,44.06357622334397,43.82880069199877,51.0534069190127,Medium_03,2021-07-27 17:54:23.146239
right,41.96377616169698,70.18136453133458,51.0534069190127,Medium_03,2021-07-27 17:54:23.179151
right,40.100083135485875,56.62570259414923,51.0534069190127,Medium_03,2021-07-27 17:54:23.210069
right,38.85832564210899,41.454221756611375,46.146036105550486,Medium_03,2021-07-27 17:54:23.243000
right,36.98821917209366,56.78971218948144,46.146036105550486,Medium_03,2021-07-27 17:54:23.272954
right,35.42777895623161,50.47086351694996,49.467067518026084,Medium_03,2021-07-27 17:54:23.302840
right,33.570032558326275,62.09024453535587,49.467067518026084,Medium_03,2021-07-27 17:54:23.333792
right,31.912758277026544,53.54835642209836,52.00960996952416,Medium_03,2021-07-27 17:54:23.367668
right,29.960007097370905,59.38753640890668,55.08702950812379,Medium_03,2021-07-27 17:54:23.406561
right,28.299391472690033,41.62857561178537,55.08702950812379,Medium_03,2021-07-27 17:54:23.437479
right,26.885089917296796,45.74415607113062,55.08702950812379,Medium_03,2021-07-27 17:54:23.471391
right,26.056535583343962,24.433209994274936,52.00960996952416,Medium_03,2021-07-27 17:54:23.506295
right,25.21890690114957,22.699644200777062,48.10750979404029,Medium_03,2021-07-27 17:54:23.541202
right,24.43111092119435,24.68570618447177,48.10750979404029,Medium_03,2021-07-27 17:54:23.573116
right,23.538200907932556,27.978216184671897,43.686365841458,Medium_03,2021-07-27 17:54:23.605031
right,22.260021749842867,38.832308071971816,40.230441841878594,Medium_03,2021-07-27 17:54:23.643929
right,21.39592706489401,22.21573981524904,33.40526212832186,Medium_03,2021-07-27 17:54:23.678836
right,21.425842513430656,0.8822190419406056,26.33196118457183,Medium_03,2021-07-27 17:54:23.709751
right,21.648331082785454,6.971765056921881,24.55945808937335,Medium_03,2021-07-27 17:54:23.746654
right,21.953754766381305,8.276306193151832,23.566427097526,Medium_03,2021-07-27 17:54:23.789539
right,22.029598001675758,1.7685527612635012,22.45769200801305,Medium_03,2021-07-27 17:54:23.833422
right,22.034267829827,0.10641521954412862,15.246023004200437,Medium_03,2021-07-27 17:54:23.871354
right,22.103825019205477,1.8353989055883848,7.624035625036857,Medium_03,2021-07-27 17:54:23.905230
right,22.4418946232088,9.415699569374706,7.624035625036857,Medium_03,2021-07-27 17:54:23.942164
right,23.29782003078238,24.52059560056482,7.624035625036857,Medium_03,2021-07-27 17:54:23.974046
right,24.800308912573843,47.080364627530486,7.624035625036857,Medium_03,2021-07-27 17:54:24.004962
right,26.342438204956647,49.878230550500554,7.624035625036857,Medium_03,2021-07-27 17:54:24.036876
right,27.374842382232387,32.349090986518256,8.846002881263269,Medium_03,2021-07-27 17:54:24.067794
right,28.5804764994057,38.994417028042115,16.968147584969763,Medium_03,2021-07-27 17:54:24.101703
right,29.830873890651155,36.848572510418755,28.43484329354154,Medium_03,2021-07-27 17:54:24.132796
right,30.991041192669837,38.582438872886286,34.598831748468506,Medium_03,2021-07-27 17:54:24.162716
right,31.74903912939114,24.4894838931915,34.598831748468506,Medium_03,2021-07-27 17:54:24.192636
right,32.1188947253516,11.234614505683997,34.598831748468506,Medium_03,2021-07-27 17:54:24.225582
right,33.3911380214341,39.87397923969942,37.715505691652524,Medium_03,2021-07-27 17:54:24.259457
right,34.50220183680146,34.81301194551535,37.715505691652524,Medium_03,2021-07-27 17:54:24.290409
right,35.44540598281628,19.660495589138996,35.83079222796705,Medium_03,2021-07-27 17:54:24.337423
right,36.56238306615994,34.96016244236635,34.88658719394085,Medium_03,2021-07-27 17:54:24.370302
right,38.36862380761576,54.93580919365598,35.90436747639255,Medium_03,2021-07-27 17:54:24.404244
right,38.897739366556294,16.561233286517638,34.88658719394085,Medium_03,2021-07-27 17:54:24.435162
right,40.37192000955885,47.733890466350054,34.88658719394085,Medium_03,2021-07-27 17:54:24.466045
right,42.82272149395669,76.7131335483799,34.88658719394085,Medium_03,2021-07-27 17:54:24.498252
right,45.70419494827705,87.3041517221305,37.41707084103288,Medium_03,2021-07-27 17:54:24.530029
right,48.45744194441926,88.97140768377008,43.80393485302474,Medium_03,2021-07-27 17:54:24.561983
right,51.09714913097084,82.7137701065477,51.334849830003016,Medium_03,2021-07-27 17:54:24.592895
right,53.29644139472826,68.91206671980821,61.92393795673209,Medium_03,2021-07-27 17:54:24.627802
right,55.56282828126307,68.86099158781921,68.88652915381371,Medium_03,2021-07-27 17:54:24.657687
right,57.92960030752062,74.16094322164808,71.53650497072815,Medium_03,2021-07-27 17:54:24.691781
right,60.61001335659664,55.620808567839674,71.53650497072815,Medium_03,2021-07-27 17:54:24.737830
right,63.441663521972565,91.57909780503287,75.43703838501399,Medium_03,2021-07-27 17:54:24.769710
right,65.45962723240012,61.31300128582093,75.43703838501399,Medium_03,2021-07-27 17:54:24.801911
